gpu_id,cmd_index,total_cmds,return_code,elapsed_sec,started_at,dry_run,log_path,command
2,3,40,0,289.159,2026-03-18 14:10:50,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_003.log,python train_hybrid.py --data_name pushpins --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,4,40,0,270.601,2026-03-18 14:15:39,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_004.log,python train_hybrid.py --data_name pushpins --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,5,40,0,263.233,2026-03-18 14:20:09,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_005.log,python train_hybrid.py --data_name pushpins --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,6,40,0,264.674,2026-03-18 14:24:33,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_006.log,python train_hybrid.py --data_name pushpins --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,7,40,0,287.517,2026-03-18 14:28:57,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_007.log,python train_hybrid.py --data_name pushpins --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,8,40,0,283.028,2026-03-18 14:33:45,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_008.log,python train_hybrid.py --data_name pushpins --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,9,40,0,275.256,2026-03-18 14:38:28,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_009.log,python train_hybrid.py --data_name pushpins --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,10,40,0,274.11,2026-03-18 14:43:03,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_010.log,python train_hybrid.py --data_name pushpins --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,11,40,0,146.985,2026-03-18 14:47:37,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_011.log,python train_hybrid.py --data_name banana_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,12,40,0,157.281,2026-03-18 14:50:04,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_012.log,python train_hybrid.py --data_name banana_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,13,40,0,143.803,2026-03-18 14:52:42,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_013.log,python train_hybrid.py --data_name banana_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,14,40,0,162.129,2026-03-18 14:55:05,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_014.log,python train_hybrid.py --data_name banana_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,15,40,0,147.631,2026-03-18 14:57:47,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_015.log,python train_hybrid.py --data_name banana_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,16,40,0,168.424,2026-03-18 15:00:15,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_016.log,python train_hybrid.py --data_name banana_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,17,40,0,148.355,2026-03-18 15:03:04,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_017.log,python train_hybrid.py --data_name banana_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,18,40,0,150.155,2026-03-18 15:05:32,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_018.log,python train_hybrid.py --data_name banana_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
